STATEFP20,COUNTYFP20,TRACTCE20,GEOID20,NAME20,NAMELSAD20,MTFCC20,FUNCSTAT20,ALAND20,AWATER20,INTPTLAT20,INTPTLON20,the_geom,OBJECTID
36,029,005801,36029005801,58.01,Census Tract,G5020,S,691272,0,+42.9611512,-078.9004612,"MULTIPOLYGON (((-78.908645173279 42.959169483774, -78.907814173415 42.959779483273, -78.907421173177 42.960069483226, -78.906995173207 42.960380483254, -78.90685517301 42.960482483486, -78.906548173163 42.960707484023, -78.906075172813 42.961063483438, -78.905387172386 42.961568484365, -78.905059172464 42.961809483845, -78.904680172875 42.96208248391, -78.904497172483 42.962218483919, -78.90393317241 42.96263648441, -78.903717172286 42.96279448454, -78.903282171899 42.963111483946, -78.902932171856 42.963370484261, -78.902162172123 42.963940484603, -78.901926171971 42.964114484575, -78.901325171981 42.964563484704, -78.900371171809 42.965273485241, -78.899609171548 42.965836485258, -78.898757170709 42.966463485545, -78.898424170516 42.966224485287, -78.897462170754 42.965510484652, -78.896764170677 42.964998485261, -78.896436169813 42.964723485136, -78.896095170142 42.964423484752, -78.895378170073 42.963807485045, -78.89483616915 42.963339484987, -78.894160169189 42.962755484961, -78.89354416932 42.962223484641, -78.893557169016 42.962121484415, -78.893520169094 42.962088484687, -78.893474168753 42.96204748459, -78.892536168302 42.961269484588, -78.893119168184 42.958756484235, -78.893223168475 42.958254483473, -78.893356168363 42.958349484268, -78.894994168945 42.959162484061, -78.894970169631 42.95918748432, -78.895835169363 42.959623483782, -78.896671169545 42.960042484256, -78.897292169627 42.960354484283, -78.898263170612 42.959936483774, -78.899188170363 42.959542483479, -78.899656170493 42.959343484138, -78.900251171121 42.959092484182, -78.900391171321 42.959033484143, -78.901234170864 42.95867248358, -78.901443171568 42.958582483901, -78.901689171291 42.958478483572, -78.902228171118 42.958248483692, -78.902623171459 42.958078483898, -78.903219172132 42.957823483757, -78.904108172011 42.957448483444, -78.904333171659 42.957352483486, -78.905260172402 42.956959483237, -78.906169172309 42.95657448336, -78.907151172906 42.956159482989, -78.907667172668 42.957169482959, -78.907813173175 42.957455482703, -78.907839173487 42.957506483264, -78.908323173557 42.958456483156, -78.908683173242 42.959141483376, -78.908645173279 42.959169483774)))",59
36,029,004701,36029004701,47.01,Census Tract,G5020,S,443614,0,+42.9432274,-078.8177382,"MULTIPOLYGON (((-78.821654144628 42.943988484529, -78.82165014451 42.944809484766, -78.821650144548 42.945271484571, -78.821650144583 42.945689485036, -78.821655144894 42.946652484652, -78.820272144518 42.946521484945, -78.817649143214 42.946296485437, -78.815087142944 42.946072485074, -78.813675142122 42.94595448507, -78.813675142113 42.945840485188, -78.813675142041 42.944978484852, -78.81367514204 42.944959484872, -78.813675141978 42.944205485039, -78.813658142038 42.943606485188, -78.813659142071 42.943443484836, -78.813659142066 42.943385484849, -78.813662142148 42.942685484818, -78.813662142131 42.942488484691, -78.813662142084 42.941917484337, -78.813661142019 42.941695484851, -78.813661141975 42.941155484134, -78.813660141913 42.940964484284, -78.813657141725 42.940385484459, -78.813656141665 42.940210484452, -78.814128141997 42.940210484431, -78.815287141852 42.940190484352, -78.817338142657 42.940171484281, -78.818384143561 42.940159483678, -78.819446143409 42.940147483975, -78.820185143548 42.940137483479, -78.820503143925 42.940135484271, -78.821564144626 42.94011748429, -78.821612144156 42.940117484288, -78.821624144775 42.940858484418, -78.821644144866 42.941605483926, -78.821653144418 42.942011483836, -78.821654144495 42.942380483831, -78.821656144654 42.94318448418, -78.821654144628 42.943988484529)))",45
36,029,002703,36029002703,27.03,Census Tract,G5020,S,408064,0,+42.8988044,-078.8370877,"MULTIPOLYGON (((-78.839314146523 42.903675476343, -78.83769814613 42.90366047662, -78.836525145622 42.903644476831, -78.83584314543 42.903635476445, -78.835508146062 42.903629477081, -78.834983145966 42.903618476596, -78.834504145308 42.903612476339, -78.83451114556 42.902731476922, -78.834507145181 42.900385476232, -78.834516144648 42.899769475592, -78.834512145311 42.899150475714, -78.83451914466 42.898215475595, -78.834512145154 42.897244475609, -78.835546145501 42.897241475424, -78.835554144785 42.894954474767, -78.83555114455 42.893798475209, -78.836176144782 42.893664475273, -78.836617145466 42.893569474452, -78.837102145495 42.893477474668, -78.838133145685 42.89325747433, -78.839274145585 42.893012474628, -78.839292146614 42.8953494749, -78.839296145929 42.895695474731, -78.83928914663 42.897235474979, -78.839295146043 42.897640475742, -78.83929514616 42.899067475256, -78.839292146996 42.899988475626, -78.839286146775 42.900678476093, -78.839288146884 42.900876476266, -78.839282146607 42.900896476293, -78.839289146968 42.901331475747, -78.839297146522 42.90233047613, -78.839314146523 42.903675476343)))",20
36,029,004100,36029004100,41,Census Tract,G5020,S,1083806,0,+42.9259147,-078.8092253,"MULTIPOLYGON (((-78.82103014328 42.930042481941, -78.820684143408 42.930123482109, -78.819538143284 42.930463482612, -78.818942142609 42.930698482726, -78.818437142555 42.930851482637, -78.81843714255 42.93079348265, -78.818438142593 42.930749482411, -78.818437142543 42.930702482034, -78.818435142438 42.930557482516, -78.818434142379 42.93040948196, -78.818431142214 42.930092482573, -78.818427141995 42.92969548218, -78.81841414222 42.928830481706, -78.815921141573 42.928813481929, -78.813659140861 42.928787481726, -78.813656140682 42.928311482172, -78.810468140143 42.928328482202, -78.808999139382 42.92833048236, -78.808383139558 42.92833248248, -78.805730138679 42.928338482876, -78.802105136734 42.928353482833, -78.802116137275 42.928722482828, -78.802115137237 42.9288254831, -78.802101137575 42.92989648322, -78.801427136855 42.929890482972, -78.801300137253 42.929889482932, -78.801193136781 42.92988848289, -78.799920136128 42.929884482762, -78.799818136787 42.929885482812, -78.799759136746 42.929885482815, -78.79898513588 42.92988548285, -78.798964135787 42.92967848316, -78.799550136007 42.929550482604, -78.799486136581 42.928922483211, -78.799438136048 42.927680482372, -78.79929213637 42.926551482272, -78.799150135762 42.922796482009, -78.799860136353 42.922780482136, -78.800164136079 42.922777481983, -78.80101313593 42.922772481714, -78.801193136194 42.92277148166, -78.802176136872 42.922764481292, -78.802215136884 42.92276448129, -78.803381137065 42.922755481721, -78.804601137056 42.922748481342, -78.804939137461 42.922745481188, -78.805759137764 42.922738481727, -78.805886138265 42.922737481675, -78.806831138077 42.922729481263, -78.80776713837 42.922718481611, -78.808417138874 42.922711481258, -78.8087211386 42.922708481106, -78.809459138693 42.922703480841, -78.809670139497 42.922702481685, -78.810494139087 42.92269648137, -78.810621139588 42.922694481272, -78.811536139805 42.922685480815, -78.811586139429 42.922685480813, -78.812588140089 42.922679481389, -78.813564140441 42.922671480976, -78.813681140478 42.922665480693, -78.816623141285 42.922642481295, -78.816771140962 42.922641481242, -78.816999141656 42.92263948114, -78.817211141639 42.923022480875, -78.819385142192 42.927038481439, -78.819515142852 42.927278481752, -78.819638142287 42.927505481464, -78.820878143393 42.929762482475, -78.820939143537 42.929875482307, -78.820966142996 42.929924481877, -78.820978143555 42.929946481995, -78.82103014328 42.930042481941)))",38
36,029,002400,36029002400,24,Census Tract,G5020,S,1669445,0,+42.8935965,-078.8112846,"MULTIPOLYGON (((-78.825947142063 42.894899475347, -78.825939141729 42.895350475542, -78.825660142268 42.895393475746, -78.825466142255 42.895422475299, -78.825280141715 42.895453475843, -78.824744142015 42.895533475973, -78.824584141782 42.895555476099, -78.823654140877 42.895680475632, -78.823586141318 42.895690476098, -78.822668140971 42.895813475538, -78.822113140387 42.895888475438, -78.821767140513 42.895933475738, -78.821126140434 42.896019476151, -78.820856140491 42.896056476077, -78.820072140069 42.896164475716, -78.819917140068 42.896185475796, -78.819742140038 42.896201475645, -78.818945139911 42.896305475999, -78.818106139633 42.8964104764, -78.817971139662 42.896427476294, -78.817699139625 42.896461476081, -78.816931139046 42.896559476156, -78.816644139212 42.896595476037, -78.815902138941 42.896688475879, -78.81557213891 42.896731476085, -78.814884138448 42.896821476685, -78.813973138425 42.896944476125, -78.813216138357 42.897034476728, -78.809450137098 42.897511476496, -78.80706713619 42.897821476564, -78.806828135891 42.897897476496, -78.806503136088 42.897882476715, -78.806124135571 42.897819476514, -78.805765135982 42.897735477137, -78.805612136068 42.897688476767, -78.80535313573 42.897646476633, -78.804796135045 42.897615477021, -78.804501135739 42.897650476856, -78.80416813557 42.897704476673, -78.803898134729 42.897765476811, -78.803530134741 42.897905477013, -78.802856134944 42.898180477184, -78.802368134778 42.898308476836, -78.801045134521 42.898551477353, -78.799875134165 42.898700477108, -78.799272134052 42.898777477103, -78.799318133226 42.895583476722, -78.799362133097 42.891044476128, -78.799358132808 42.889786475445, -78.799402133052 42.889787475489, -78.799990133375 42.88978547537, -78.801173133447 42.889782476078, -78.802419133746 42.88978047593, -78.803719134753 42.889776475687, -78.804341134856 42.889770475382, -78.804975134617 42.889769475307, -78.806225135101 42.889765475066, -78.807482135911 42.889761475724, -78.808553136178 42.889758475538, -78.809589136618 42.889754475307, -78.814115138131 42.88975047492, -78.814170137987 42.889747474779, -78.81422313775 42.889744475537, -78.815311137907 42.889742475396, -78.815951137946 42.889742475367, -78.816297138724 42.889742475352, -78.816508138622 42.889667474568, -78.816508138654 42.890054475397, -78.816530138786 42.890171475417, -78.816544138541 42.890224475172, -78.81663013895 42.89038747552, -78.816757138569 42.890592475112, -78.817150138878 42.891165475541, -78.817239138528 42.891330475082, -78.817317138571 42.891558475742, -78.81735413941 42.89180647553, -78.81732913917 42.892070475163, -78.817196139315 42.892379475085, -78.817005138565 42.892675475307, -78.816837138876 42.892895475607, -78.816727139176 42.893038475937, -78.816859139005 42.892979475897, -78.818082139091 42.892438475079, -78.820937140252 42.891172474798, -78.821581140455 42.890904474952, -78.82288114052 42.890371474501, -78.824155141138 42.889376474245, -78.824473140596 42.889141474144, -78.824767140744 42.888982474864, -78.82559214125 42.888621474302, -78.825637141565 42.888906474904, -78.825679141738 42.889178474904, -78.825717141724 42.889422474507, -78.825789141509 42.889886474401, -78.825850141675 42.89027847456, -78.825872141809 42.89042247493, -78.825924141546 42.89067247481, -78.825941141549 42.892032474818, -78.825941141692 42.893774475425, -78.825947142063 42.894899475347)))",18
36,029,006100,36029006100,61,Census Tract,G5020,S,1077219,237518,+42.9177210,-078.8964905,"MULTIPOLYGON (((-78.905762169363 42.921165476388, -78.904576169135 42.920961476889, -78.904331169449 42.920948476298, -78.904231169302 42.92094347697, -78.901529167934 42.920800476766, -78.900963167731 42.920764476923, -78.900097167989 42.920767477101, -78.899967167353 42.920820476863, -78.899756167456 42.920907477302, -78.899737167478 42.92096847653, -78.899576167195 42.920947477364, -78.899337167786 42.920916476838, -78.899107166997 42.920896476822, -78.89879716699 42.920869477385, -78.898554167396 42.920848477323, -78.898492167252 42.921293477242, -78.896538166443 42.921160477468, -78.896423166576 42.922083477036, -78.895217166329 42.922001476891, -78.895068166604 42.921987477149, -78.895189165849 42.921044477554, -78.892730164987 42.921071477115, -78.892608165696 42.922019477841, -78.891389164853 42.922036477783, -78.890145164648 42.922051477633, -78.888920164426 42.922065477437, -78.887682163601 42.922081477334, -78.887919163658 42.920203477615, -78.887944163907 42.920054477011, -78.888140163891 42.918553476761, -78.888143164027 42.918515476801, -78.888168163389 42.9185154768, -78.88816116396 42.918473476654, -78.888153163582 42.918394476594, -78.888131163443 42.918196477322, -78.888060163689 42.917534477254, -78.888069163206 42.917516476421, -78.888139163702 42.916827476896, -78.888224163091 42.916096476325, -78.888308163333 42.915352476052, -78.887390162977 42.915375476258, -78.888172163282 42.914973476499, -78.888795163405 42.914657476231, -78.889967163816 42.91405747628, -78.890165164009 42.913968475748, -78.890484164418 42.913804476236, -78.891594164651 42.913237476017, -78.892390164706 42.912829475979, -78.892704164883 42.912668475706, -78.892779164765 42.912629475696, -78.893529164519 42.912667475623, -78.893793165088 42.912680475313, -78.894664165066 42.912738475262, -78.894916165077 42.912753475945, -78.895276165607 42.912776476094, -78.896259165391 42.912841475462, -78.896456165546 42.912854476055, -78.8977591667 42.912944475667, -78.89793516588 42.912955475269, -78.898236166409 42.913465475484, -78.89970716723 42.913073475257, -78.899710166469 42.913051475137, -78.900591166906 42.913047475812, -78.900679167395 42.913046475762, -78.900785166921 42.913046475757, -78.901387166994 42.913043475591, -78.901487167141 42.913042475541, -78.901545167136 42.913041475492, -78.901577167723 42.913040475444, -78.901683167249 42.913040475439, -78.901679167947 42.912862475293, -78.902053167319 42.912767475375, -78.902651168112 42.912835474899, -78.90294116809 42.912865475375, -78.905762168692 42.913065475515, -78.905762169363 42.921165476388)))",62
36,029,003700,36029003700,37,Census Tract,G5020,S,1097721,0,+42.9155947,-078.8090502,"MULTIPOLYGON (((-78.814761139402 42.91222247922, -78.814721140244 42.912238479063, -78.814710139812 42.913199479487, -78.814720140399 42.914681479747, -78.813710139367 42.914686480024, -78.813709139481 42.916626479904, -78.813708139468 42.917027480482, -78.8136951398 42.917470480307, -78.813697139924 42.917850479913, -78.813693139804 42.918646480791, -78.813482139899 42.918647479948, -78.812598139322 42.918654480311, -78.81257813947 42.920802480829, -78.812578139593 42.9222954807, -78.812588140089 42.922679481389, -78.811586139429 42.922685480813, -78.811536139805 42.922685480815, -78.810621139588 42.922694481272, -78.810494139087 42.92269648137, -78.809670139497 42.922702481685, -78.809459138693 42.922703480841, -78.8087211386 42.922708481106, -78.808417138874 42.922711481258, -78.80776713837 42.922718481611, -78.806831138077 42.922729481263, -78.805886138265 42.922737481675, -78.805903137952 42.92027548101, -78.805907137141 42.919088480916, -78.804974136985 42.919078480495, -78.80493313688 42.919078480497, -78.80397313727 42.919074481254, -78.803974137294 42.918799481113, -78.80399813654 42.917952480571, -78.804010137074 42.917678480476, -78.804017136472 42.917338480923, -78.804036136388 42.916526480202, -78.803947136755 42.91656648026, -78.803604137028 42.916702480276, -78.803641136849 42.915508479856, -78.803684135994 42.913649480126, -78.803684135983 42.913511480033, -78.803752136274 42.911465479739, -78.803792136195 42.909797478959, -78.80433413618 42.909796478888, -78.804574136533 42.909797478924, -78.804724136303 42.90979947901, -78.805633137142 42.909793478691, -78.805791136384 42.909794478731, -78.806172136988 42.909796478806, -78.807085137114 42.909798478858, -78.807199137011 42.9097994789, -78.808277137603 42.909797478759, -78.809291137922 42.909793478529, -78.809777138005 42.90979247936, -78.809999138421 42.909791479304, -78.810518138238 42.909790479234, -78.811514138619 42.909785478959, -78.812600138683 42.909780478679, -78.813712139055 42.909772479158, -78.814323139547 42.909771479085, -78.814754139773 42.909762478649, -78.814755139823 42.909803478748, -78.814761139402 42.91222247922)))",33
36,029,980000,36029980000,9800,Census Tract,G5020,S,456264,0,+42.9342691,-078.8835626,"MULTIPOLYGON (((-78.888589165337 42.934049480068, -78.888443164968 42.935442479813, -78.888431165319 42.935546480131, -78.888411165304 42.93572148014, -78.88842616512 42.93594747981, -78.888509165396 42.936180479801, -78.888607165464 42.936346480287, -78.888753165064 42.936534479991, -78.888595164931 42.93664847988, -78.888400164885 42.936823479896, -78.888302164835 42.936877480602, -78.888185164803 42.936933480502, -78.887977165045 42.937025480273, -78.887751165351 42.93711348076, -78.887454165055 42.937179480232, -78.887284165259 42.9372174802, -78.887128165211 42.937237480233, -78.886860164462 42.937275480206, -78.886239164406 42.937287480789, -78.885636164287 42.937299480472, -78.885343164172 42.937302480624, -78.884977164266 42.937322480667, -78.884874163981 42.93732848095, -78.884416164297 42.937315480368, -78.883912164276 42.937296480411, -78.883584163431 42.937251480141, -78.883214163333 42.937188480838, -78.882777163718 42.937098480288, -78.882369163651 42.936997481026, -78.881993163268 42.936866480375, -78.881722163265 42.936745480181, -78.881429163137 42.936585480881, -78.881150162759 42.936423480588, -78.880975162716 42.936286480549, -78.880859162716 42.936166480394, -78.880623162527 42.935894480403, -78.880413162643 42.935585480496, -78.880236162499 42.935354480602, -78.880069162822 42.935149480112, -78.87977016241 42.934926480594, -78.879507161875 42.934754480737, -78.879284162302 42.934628480309, -78.879041161802 42.934529480234, -78.878590161533 42.934382480643, -78.878175162042 42.934311480072, -78.877727161919 42.93423848031, -78.87745416183 42.934204480547, -78.877297161712 42.933929480413, -78.876987161662 42.933385480424, -78.876988161689 42.933152480429, -78.876990160839 42.932632479738, -78.876991160833 42.931992479786, -78.877808161894 42.931959480021, -78.881234162688 42.931894479557, -78.8838341638 42.931844479824, -78.885692163735 42.931810479066, -78.886204164133 42.931892479242, -78.886782164013 42.932157479793, -78.887634164905 42.932175479689, -78.88761816507 42.932281479201, -78.888824165309 42.932266479352, -78.888589165337 42.934049480068)))",90
36,029,007104,36029007104,71.04,Census Tract,G5020,S,420500,0,+42.8948640,-078.8865433,"MULTIPOLYGON (((-78.893031163224 42.893865472149, -78.892291163069 42.894238472363, -78.892256163244 42.894256472299, -78.891214162569 42.894788472693, -78.891048162962 42.894874472185, -78.890792162777 42.895006472911, -78.889963162091 42.895439473209, -78.889698162388 42.895573473129, -78.889403162193 42.895722472846, -78.888846162433 42.896004473335, -78.88772516169 42.896574472794, -78.886600161661 42.89714247306, -78.885730160871 42.897589473108, -78.8853301612 42.897792473531, -78.884964161309 42.897979473211, -78.884210160504 42.898361473842, -78.883410160263 42.898765473696, -78.882984160251 42.898567473541, -78.882409160511 42.898317473684, -78.881951159913 42.898120473578, -78.880979159712 42.897703473202, -78.881633159475 42.89737447323, -78.881125159224 42.896828473157, -78.88014215936 42.895783473385, -78.880700159166 42.895501472896, -78.880842159458 42.8954304732, -78.88121115949 42.895248472851, -78.881266159343 42.895220473351, -78.88201415987 42.894845473044, -78.88275015984 42.894477473062, -78.882801160407 42.894451472755, -78.883658160593 42.894000472522, -78.884209160073 42.893712472654, -78.884771160964 42.893425472832, -78.885241160285 42.893185472492, -78.885272160824 42.89316947265, -78.885360160409 42.893124472361, -78.885893160854 42.892857472567, -78.886338160814 42.892637472255, -78.886458160985 42.892575472077, -78.886733161152 42.892434472732, -78.886982161012 42.892306472191, -78.887850161709 42.891863472328, -78.888572161929 42.891500471678, -78.889338161492 42.891115471807, -78.889594161685 42.891078471881, -78.889912162063 42.891102472078, -78.89023016245 42.891228471602, -78.890527161869 42.89144047241, -78.890949162605 42.891761471964, -78.891245162879 42.892010471787, -78.89242416285 42.893031472237, -78.893180162942 42.893790472268, -78.893031163224 42.893865472149)))",78
36,029,016400,36029016400,164,Census Tract,G5020,S,2549494,21976,+42.8741327,-078.8591180,"MULTIPOLYGON (((-78.872815155295 42.871599469266, -78.872535154893 42.871700469457, -78.872431154564 42.871737469376, -78.87206715478 42.872109469527, -78.871967154658 42.872410469078, -78.871900155161 42.872615469578, -78.871770154554 42.87301446917, -78.871455154397 42.873988469309, -78.871139155093 42.874964469542, -78.870764154865 42.876141470089, -78.870734154379 42.876234469899, -78.870713154308 42.876297470119, -78.870547154736 42.876810470493, -78.870523154527 42.876884470323, -78.870503154503 42.87694547045, -78.870308154492 42.877559470105, -78.87013215446 42.878110470441, -78.869900154537 42.878815470714, -78.869872154143 42.878901471099, -78.869673154846 42.879512470616, -78.869497154813 42.880055470581, -78.869470154465 42.880137470782, -78.869367154231 42.880771471359, -78.869397154725 42.88077647069, -78.869266154972 42.881186470791, -78.869146154826 42.881559470978, -78.869135154318 42.88159147156, -78.868952154812 42.881560471032, -78.868539154515 42.881488471315, -78.868429153902 42.88146947134, -78.867977154492 42.881391471346, -78.867708153689 42.881344470981, -78.867075153965 42.881234471312, -78.86697715391 42.881217471429, -78.866303154081 42.881100471438, -78.866227153249 42.88108747084, -78.864767152885 42.880834470884, -78.863757152738 42.880659470921, -78.859936151529 42.879982471226, -78.857533150532 42.879557471442, -78.85598714977 42.879281471324, -78.85551515033 42.879201471239, -78.855361150371 42.879169471563, -78.855257150034 42.879114471719, -78.855144150173 42.878991471426, -78.85511714982 42.879002471037, -78.855007150111 42.879033471578, -78.854892150168 42.879049471424, -78.85473314998 42.879054471663, -78.854568149513 42.8790464713, -78.854491149534 42.879034471647, -78.854340149714 42.879001471025, -78.854272149273 42.879219471228, -78.854079149352 42.879796471869, -78.853913149779 42.880295471595, -78.853914149855 42.880650471842, -78.852894149243 42.880473471788, -78.851884149096 42.880297471778, -78.851506148626 42.880231471438, -78.850870148763 42.880120471723, -78.849898148582 42.87995047199, -78.848962148275 42.87978747168, -78.84806814812 42.8796294716, -78.847310147087 42.879495471726, -78.845687147246 42.879215471426, -78.844084146535 42.878939472209, -78.844087146591 42.877919471753, -78.844089146626 42.877221471814, -78.844093145809 42.875967471316, -78.844104146242 42.875022470734, -78.843878145624 42.874823471424, -78.844095145765 42.874304470769, -78.84432614564 42.873591471025, -78.844375146104 42.873436471042, -78.844702145918 42.872448470253, -78.844732146404 42.87235647049, -78.844751146382 42.872299470548, -78.844761145945 42.872269470957, -78.844803146086 42.872143470518, -78.844962146235 42.87166147068, -78.845168145856 42.871039470653, -78.845228145929 42.87085447018, -78.845252146138 42.870782470443, -78.84527014607 42.870726470547, -78.845362145822 42.870450470356, -78.845685146349 42.869460470375, -78.845725146398 42.869338470121, -78.845754145939 42.869249469596, -78.845978146391 42.86856447025, -78.845998146413 42.868483470096, -78.847553146694 42.86876047026, -78.848045147063 42.868848469816, -78.849586147593 42.869130470212, -78.851496148175 42.869479470096, -78.852073147996 42.869584469535, -78.852488148386 42.869660469438, -78.852530148538 42.86966746976, -78.852549148521 42.869670469898, -78.853558148621 42.869835469398, -78.854208149134 42.869947470058, -78.854803148891 42.870050469404, -78.854874149491 42.870063470002, -78.855055148905 42.870095469677, -78.856210149492 42.870296469938, -78.856751149439 42.870391469815, -78.857357149707 42.870497469299, -78.858378150365 42.870676469447, -78.860680151166 42.87107546983, -78.86163415141 42.871241469378, -78.863088151495 42.871486469864, -78.863754151853 42.871611469326, -78.864426152488 42.871729469363, -78.864547152712 42.871743470006, -78.864915152618 42.870599469188, -78.864973152598 42.870419468946, -78.865013152647 42.870295469499, -78.865208152659 42.869704469109, -78.865669152365 42.868296468656, -78.866113152185 42.866935468581, -78.866218152537 42.86661546905, -78.866445152284 42.866595469013, -78.86661515298 42.866562468377, -78.866795152341 42.86651046866, -78.867010152424 42.866421468127, -78.867226152554 42.866337468726, -78.867403152671 42.866243468863, -78.867625153074 42.866086468779, -78.867647153195 42.866071468083, -78.867876153018 42.865855468865, -78.868053153128 42.865673468525, -78.868088152948 42.865597468603, -78.868114153245 42.865462468647, -78.868113153184 42.865289468732, -78.86848515337 42.86528546853, -78.868634153093 42.865279468246, -78.868979152924 42.86526846862, -78.869060153162 42.866166468821, -78.870260154245 42.868866468759, -78.871160153874 42.870166468649, -78.872160154524 42.871166469034, -78.872560155127 42.871366469282, -78.872815155295 42.871599469266)))",81
36,029,016802,36029016802,168.02,Census Tract,G5020,S,842162,0,+42.9154329,-078.8580220,"MULTIPOLYGON (((-78.86379215548 42.915987477766, -78.863597155434 42.916167478014, -78.862850155882 42.916897477668, -78.8622641557 42.917481477751, -78.862105155524 42.917631478407, -78.861957154959 42.917772477747, -78.861305155313 42.918394477793, -78.860627155362 42.919048478423, -78.860173155001 42.91948247875, -78.859944155178 42.919701478107, -78.859408154614 42.920212478406, -78.859238154828 42.920376478811, -78.858838154273 42.92076047862, -78.858018154033 42.921534478516, -78.857568153858 42.921958479279, -78.85731815396 42.922189479193, -78.857069154089 42.922192479343, -78.85563315396 42.922177478713, -78.854941153304 42.92216747918, -78.854164153197 42.922152479419, -78.853990153211 42.922144479057, -78.854003152885 42.921784479477, -78.854007153033 42.921332479236, -78.854016153365 42.92029047866, -78.853999152499 42.919357478635, -78.854001152523 42.918531478167, -78.854000152439 42.918070478408, -78.853996153065 42.917009477853, -78.853994152956 42.916813477772, -78.853988152525 42.914965477654, -78.853987152462 42.914765478288, -78.85399215262 42.913873477462, -78.853988152362 42.912994477238, -78.853989152357 42.912368477036, -78.853989152355 42.912350477102, -78.853987152211 42.911730477177, -78.853988152213 42.911189477312, -78.853985152068 42.911129477233, -78.853987152118 42.910598476932, -78.853983151896 42.910169476856, -78.853982151845 42.910112476915, -78.855580152301 42.910115476983, -78.856828152694 42.910127476583, -78.859621153781 42.910158476995, -78.859630154141 42.909451476639, -78.8618651545 42.909491476593, -78.862450154685 42.909505476315, -78.862441155206 42.909983476861, -78.862443154419 42.91022647642, -78.862419155185 42.91121847648, -78.862398155164 42.911871477034, -78.862386154655 42.912465476655, -78.862377155199 42.913214477156, -78.862360155369 42.913944477678, -78.862335155145 42.914399477159, -78.862324155611 42.915331477139, -78.862923155546 42.915343477668, -78.863591155987 42.915351477109, -78.864435155607 42.91535747735, -78.86379215548 42.915987477766)))",86
36,029,006301,36029006301,63.01,Census Tract,G5020,S,723107,0,+42.9240064,-078.8822363,"MULTIPOLYGON (((-78.887682163601 42.922081477334, -78.887617164221 42.92258447814, -78.887573164002 42.922886477734, -78.887467163648 42.923754478353, -78.887410163727 42.924078478066, -78.887281164108 42.924998478395, -78.887162164054 42.925914478539, -78.887202164271 42.927820478642, -78.885992163846 42.927839478676, -78.884726163519 42.92785947876, -78.883493162926 42.927878478795, -78.882246162583 42.927898478877, -78.881926162112 42.927886479235, -78.881347162206 42.927875478752, -78.881235162401 42.927873478664, -78.880963162362 42.927869479391, -78.879601162074 42.927890478625, -78.87900816152 42.927899479068, -78.879008161523 42.927933478844, -78.878320161053 42.927940479198, -78.877611161408 42.927947479554, -78.877037160836 42.927957479143, -78.877009161335 42.927958479191, -78.87700516099 42.926037479291, -78.877009161128 42.92545747852, -78.877010160172 42.924211478393, -78.877008160919 42.923486478104, -78.87701216014 42.922697478449, -78.877013160146 42.922212478479, -78.877014160122 42.921354478328, -78.877013159993 42.920363477416, -78.877924160924 42.920346477487, -78.878606161114 42.920338477986, -78.879143160866 42.920323478167, -78.880307160953 42.920301477996, -78.881046161994 42.920314477665, -78.881769161351 42.919837477134, -78.882065161619 42.920001477518, -78.882355161619 42.920297477719, -78.883329161875 42.920252477391, -78.88442016307 42.920240477686, -78.885454162517 42.920225477844, -78.886684162971 42.920208477002, -78.887919163658 42.920203477615, -78.887682163601 42.922081477334)))",63
36,029,005000,36029005000,50,Census Tract,G5020,S,1296226,0,+42.9511341,-078.8733546,"MULTIPOLYGON (((-78.878388164055 42.958644484205, -78.876802163258 42.958654484739, -78.876647163256 42.958655484792, -78.876379163402 42.958657484897, -78.876012163449 42.958660485052, -78.874552163106 42.958668484588, -78.873603162209 42.958673484862, -78.872646161839 42.958678485137, -78.871702162074 42.958683484511, -78.870755161269 42.958688484785, -78.869772161491 42.95869348506, -78.869623160868 42.958693485067, -78.869546160832 42.957997485225, -78.869509160884 42.957649485303, -78.869431160803 42.956966485164, -78.8694141609 42.956805484906, -78.86933016053 42.956000484514, -78.869286161158 42.955678484898, -78.869256160651 42.955514484501, -78.869228161135 42.955342484634, -78.869163160754 42.954609483977, -78.869103160607 42.953901484478, -78.869096160273 42.95378648455, -78.869057160207 42.953143484462, -78.869053160015 42.953069483734, -78.868974160783 42.952329483654, -78.868890160414 42.951539483957, -78.867251159853 42.951535483845, -78.867260159284 42.95047948352, -78.867300159119 42.947775483342, -78.868503160119 42.947778483428, -78.868382159808 42.946698482897, -78.868268159825 42.945669482929, -78.868149159609 42.944630482498, -78.868141159234 42.944578482789, -78.868081159104 42.944082482312, -78.868780159186 42.944083482327, -78.872950161257 42.94408648228, -78.874759161617 42.944088482291, -78.878136162839 42.944078481677, -78.878383162616 42.94407748162, -78.878215163215 42.947765482392, -78.878239162727 42.950133483199, -78.87825416353 42.95142448361, -78.878282163139 42.952714483974, -78.878342163497 42.955981484131, -78.878368163868 42.956735483963, -78.878376163411 42.957588484781, -78.878388164055 42.958644484205)))",50
